customer_id,customer_email,customer_name,customer_address,customer_city,customer_state,customer_zip,order_id,order_date,creditcard_number,creditcard_exp_date,order_total,ship_via,shipped_date,product_id,order_item_id,order_qty,product_name,product_retail_price
17,tpani@dayrep.com,Tim Pani,3433 E Widget Ave,Palo Alto,CA,92711,15,2009-01-06 00:00:00.000,4929 7717 4032 0623,2009-09-30 00:00:00.000,1475.0000,UDS,2009-01-09 00:00:00.000,18,2,1,DVD Player,45.0000
17,tpani@dayrep.com,Tim Pani,3433 E Widget Ave,Palo Alto,CA,92711,15,2009-01-06 00:00:00.000,4929 7717 4032 0623,2009-09-30 00:00:00.000,1475.0000,UDS,2009-01-09 00:00:00.000,7,3,2,Squeaky Sneaks,65.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,16,2009-01-06 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,1600.0000,Postal Service,2009-01-11 00:00:00.000,45,1,4,12 Pack Golf Balls,20.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,16,2009-01-06 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,1600.0000,Postal Service,2009-01-11 00:00:00.000,22,2,1,"50"" LCD HD TV",1300.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,16,2009-01-06 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,1600.0000,Postal Service,2009-01-11 00:00:00.000,9,3,1,Denim Jacket,60.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,16,2009-01-06 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,1600.0000,Postal Service,2009-01-11 00:00:00.000,49,4,1,Pedometer,10.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,16,2009-01-06 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,1600.0000,Postal Service,2009-01-11 00:00:00.000,42,5,3,Tennis Racket,50.0000
13,otyme@dayrep.com,Otto Tyme,2508 W Shaw Ave,Fresno,CA,93711,17,2009-01-07 00:00:00.000,644167 329790 0456,2013-12-31 00:00:00.000,210.0000,Rodeway Express,2009-01-19 00:00:00.000,47,1,1,Baseball Glove,75.0000
13,otyme@dayrep.com,Otto Tyme,2508 W Shaw Ave,Fresno,CA,93711,17,2009-01-07 00:00:00.000,644167 329790 0456,2013-12-31 00:00:00.000,210.0000,Rodeway Express,2009-01-19 00:00:00.000,32,2,1,Lazer Level,45.0000
13,otyme@dayrep.com,Otto Tyme,2508 W Shaw Ave,Fresno,CA,93711,17,2009-01-07 00:00:00.000,644167 329790 0456,2013-12-31 00:00:00.000,210.0000,Rodeway Express,2009-01-19 00:00:00.000,24,3,4,PC Webcam,20.0000
13,otyme@dayrep.com,Otto Tyme,2508 W Shaw Ave,Fresno,CA,93711,17,2009-01-07 00:00:00.000,644167 329790 0456,2013-12-31 00:00:00.000,210.0000,Rodeway Express,2009-01-19 00:00:00.000,36,4,1,Screwdriver Set,10.0000
17,tpani@dayrep.com,Tim Pani,3433 E Widget Ave,Palo Alto,CA,92711,18,2009-01-07 00:00:00.000,4929 7717 4032 0623,2009-09-30 00:00:00.000,513.0000,UDS,2009-01-10 00:00:00.000,29,1,4,18v Drill Driver Set,90.0000
17,tpani@dayrep.com,Tim Pani,3433 E Widget Ave,Palo Alto,CA,92711,18,2009-01-07 00:00:00.000,4929 7717 4032 0623,2009-09-30 00:00:00.000,513.0000,UDS,2009-01-10 00:00:00.000,49,2,1,Pedometer,10.0000
17,tpani@dayrep.com,Tim Pani,3433 E Widget Ave,Palo Alto,CA,92711,18,2009-01-07 00:00:00.000,4929 7717 4032 0623,2009-09-30 00:00:00.000,513.0000,UDS,2009-01-10 00:00:00.000,46,3,1,Pro. Football,65.0000
17,tpani@dayrep.com,Tim Pani,3433 E Widget Ave,Palo Alto,CA,92711,18,2009-01-07 00:00:00.000,4929 7717 4032 0623,2009-09-30 00:00:00.000,513.0000,UDS,2009-01-10 00:00:00.000,5,4,2,Running Pants,35.0000
17,tpani@dayrep.com,Tim Pani,3433 E Widget Ave,Palo Alto,CA,92711,18,2009-01-07 00:00:00.000,4929 7717 4032 0623,2009-09-30 00:00:00.000,513.0000,UDS,2009-01-10 00:00:00.000,6,5,1,Wool Socks,8.0000
9,gtofwind@dayrep.com,Gus Tofwind,882 W Easton Wy,Los Angeles,CA,90084,19,2009-01-08 00:00:00.000,370132085589607,2012-04-30 00:00:00.000,1000.0000,Postal Service,2009-01-13 00:00:00.000,21,1,1,"40"" LCD HD TV",1000.0000
2,jking@gustr.com,Joe King,11 E Rancho Madera Rd,Madison,WI,53707,20,2009-01-08 00:00:00.000,520805 862793 6369,2011-12-31 00:00:00.000,1073.0000,UDS,2009-01-11 00:00:00.000,27,1,3,"20"" LCD Monitor",300.0000
2,jking@gustr.com,Joe King,11 E Rancho Madera Rd,Madison,WI,53707,20,2009-01-08 00:00:00.000,520805 862793 6369,2011-12-31 00:00:00.000,1073.0000,UDS,2009-01-11 00:00:00.000,32,2,3,Lazer Level,45.0000
2,jking@gustr.com,Joe King,11 E Rancho Madera Rd,Madison,WI,53707,20,2009-01-08 00:00:00.000,520805 862793 6369,2011-12-31 00:00:00.000,1073.0000,UDS,2009-01-11 00:00:00.000,12,3,1,Work Pants,38.0000
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,21,2009-01-09 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,631.9500,UDS,2009-01-12 00:00:00.000,8,1,4,Cool Jeans,45.0000
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,21,2009-01-09 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,631.9500,UDS,2009-01-12 00:00:00.000,11,2,5,Courdory Pants,24.0000
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,21,2009-01-09 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,631.9500,UDS,2009-01-12 00:00:00.000,15,3,1,Running Shorts,20.0000
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,21,2009-01-09 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,631.9500,UDS,2009-01-12 00:00:00.000,2,4,1,Sledge Hammer,21.9500
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,21,2009-01-09 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,631.9500,UDS,2009-01-12 00:00:00.000,33,5,1,Table Saw,290.0000
13,otyme@dayrep.com,Otto Tyme,2508 W Shaw Ave,Fresno,CA,93711,22,2009-01-09 00:00:00.000,644167 329790 0456,2013-12-31 00:00:00.000,2010.0000,JiffyEx,2009-01-15 00:00:00.000,21,1,2,"40"" LCD HD TV",1000.0000
13,otyme@dayrep.com,Otto Tyme,2508 W Shaw Ave,Fresno,CA,93711,22,2009-01-09 00:00:00.000,644167 329790 0456,2013-12-31 00:00:00.000,2010.0000,JiffyEx,2009-01-15 00:00:00.000,17,2,1,Baseball Cap,10.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,23,2009-01-09 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,125.9500,UDS,2009-01-15 00:00:00.000,44,1,1,Basketball,35.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,23,2009-01-09 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,125.9500,UDS,2009-01-15 00:00:00.000,53,2,1,Blender,45.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,23,2009-01-09 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,125.9500,UDS,2009-01-15 00:00:00.000,35,3,1,Cold Chisel Set,10.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,23,2009-01-09 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,125.9500,UDS,2009-01-15 00:00:00.000,48,4,1,Heart Monitor,20.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,23,2009-01-09 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,125.9500,UDS,2009-01-15 00:00:00.000,1,5,1,Straight Claw Hammer,15.9500
19,tanott@gustr.com,Ty Anott,789 E Mercy Ave,Phoenix,AZ,85038,24,2009-11-10 00:00:00.000,5385 4981 5320 9929,2011-04-30 00:00:00.000,183.0000,JiffyEx,2009-11-13 00:00:00.000,37,1,1,Drill Bit Set,25.0000
19,tanott@gustr.com,Ty Anott,789 E Mercy Ave,Phoenix,AZ,85038,24,2009-11-10 00:00:00.000,5385 4981 5320 9929,2011-04-30 00:00:00.000,183.0000,JiffyEx,2009-11-13 00:00:00.000,48,2,1,Heart Monitor,20.0000
19,tanott@gustr.com,Ty Anott,789 E Mercy Ave,Phoenix,AZ,85038,24,2009-11-10 00:00:00.000,5385 4981 5320 9929,2011-04-30 00:00:00.000,183.0000,JiffyEx,2009-11-13 00:00:00.000,24,3,5,PC Webcam,20.0000
19,tanott@gustr.com,Ty Anott,789 E Mercy Ave,Phoenix,AZ,85038,24,2009-11-10 00:00:00.000,5385 4981 5320 9929,2011-04-30 00:00:00.000,183.0000,JiffyEx,2009-11-13 00:00:00.000,12,4,1,Work Pants,38.0000
6,bitall@dayrep.com,Bette Itall,3250 Spring Grove Ave,Cincinnati,OH,45225,25,2009-01-10 00:00:00.000,3405 739979 73834,2013-05-31 00:00:00.000,400.0000,UDS,2009-01-16 00:00:00.000,31,1,2,"10"" Miter Saw",200.0000
15,vrhee@dayrep.com,Victor Rhee,1099 N Farcourt St,Orange,CA,92807,26,2009-11-11 00:00:00.000,348965170555267,2010-11-30 00:00:00.000,180.0000,Postal Service,2009-11-14 00:00:00.000,20,1,1,Blu-Ray DVD Player,150.0000
15,vrhee@dayrep.com,Victor Rhee,1099 N Farcourt St,Orange,CA,92807,26,2009-11-11 00:00:00.000,348965170555267,2010-11-30 00:00:00.000,180.0000,Postal Service,2009-11-14 00:00:00.000,36,2,3,Screwdriver Set,10.0000
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,27,2009-12-10 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,575.0000,JiffyEx,2009-12-15 00:00:00.000,30,1,4,19.2v Drill Driver Set,90.0000
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,27,2009-12-10 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,575.0000,JiffyEx,2009-12-15 00:00:00.000,20,2,1,Blu-Ray DVD Player,150.0000
3,mmeadows@dayrep.com,Misty Meadows,60 Madison Ave,New York,NY,10010,27,2009-12-10 00:00:00.000,4916478181810540,2009-09-30 00:00:00.000,575.0000,JiffyEx,2009-12-15 00:00:00.000,7,3,1,Squeaky Sneaks,65.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,28,2009-01-12 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,519.0000,UDS,2009-01-17 00:00:00.000,26,1,2,Ergonomic Keyboard,22.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,28,2009-01-12 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,519.0000,UDS,2009-01-17 00:00:00.000,10,2,5,Leather Jacket,95.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,29,2009-01-12 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,560.0000,Postal Service,2009-01-18 00:00:00.000,31,1,1,"10"" Miter Saw",200.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,29,2009-01-12 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,560.0000,Postal Service,2009-01-18 00:00:00.000,39,2,2,Crock Pot,25.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,29,2009-01-12 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,560.0000,Postal Service,2009-01-18 00:00:00.000,24,3,1,PC Webcam,20.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,29,2009-01-12 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,560.0000,Postal Service,2009-01-18 00:00:00.000,33,4,1,Table Saw,290.0000
18,jtyme@gustr.com,Justin Tyme,828 S Broadway,Tarrytown,NY,10591,30,2009-01-12 00:00:00.000,4556375310789120,2011-03-31 00:00:00.000,827.0000,UDS,2009-01-20 00:00:00.000,38,1,3,Belt Sander,250.0000
18,jtyme@gustr.com,Justin Tyme,828 S Broadway,Tarrytown,NY,10591,30,2009-01-12 00:00:00.000,4556375310789120,2011-03-31 00:00:00.000,827.0000,UDS,2009-01-20 00:00:00.000,26,2,1,Ergonomic Keyboard,22.0000
18,jtyme@gustr.com,Justin Tyme,828 S Broadway,Tarrytown,NY,10591,30,2009-01-12 00:00:00.000,4556375310789120,2011-03-31 00:00:00.000,827.0000,UDS,2009-01-20 00:00:00.000,32,3,1,Lazer Level,45.0000
18,jtyme@gustr.com,Justin Tyme,828 S Broadway,Tarrytown,NY,10591,30,2009-01-12 00:00:00.000,4556375310789120,2011-03-31 00:00:00.000,827.0000,UDS,2009-01-20 00:00:00.000,36,4,1,Screwdriver Set,10.0000
11,benarreau@superrito.com,Bo Enarreau,7833 N Ridge Rd,Sacramento,CA,95887,31,2009-01-13 00:00:00.000,5397663428915010,2010-10-30 00:00:00.000,195.0000,UDS,2009-01-16 00:00:00.000,7,1,3,Squeaky Sneaks,65.0000
25,sbeeches@dayrep.com,Sandy Beeches,2401 Wisconsin Ave NW,Washington,DC,20559,32,2009-01-13 00:00:00.000,6459 5778 0191 1306,2009-09-30 00:00:00.000,215.0000,JiffyEx,2009-01-16 00:00:00.000,48,1,1,Heart Monitor,20.0000
25,sbeeches@dayrep.com,Sandy Beeches,2401 Wisconsin Ave NW,Washington,DC,20559,32,2009-01-13 00:00:00.000,6459 5778 0191 1306,2009-09-30 00:00:00.000,215.0000,JiffyEx,2009-01-16 00:00:00.000,46,2,2,Pro. Football,65.0000
25,sbeeches@dayrep.com,Sandy Beeches,2401 Wisconsin Ave NW,Washington,DC,20559,32,2009-01-13 00:00:00.000,6459 5778 0191 1306,2009-09-30 00:00:00.000,215.0000,JiffyEx,2009-01-16 00:00:00.000,7,3,1,Squeaky Sneaks,65.0000
12,afresco@dayrep.com,Al Fresco,12345 E 67th Ave NW,Takoma Park,MD,24512,33,2009-01-13 00:00:00.000,4251 9964 7881 3477,2009-10-31 00:00:00.000,1257.9000,JiffyEx,2009-01-16 00:00:00.000,34,1,4,Power Washer,290.0000
12,afresco@dayrep.com,Al Fresco,12345 E 67th Ave NW,Takoma Park,MD,24512,33,2009-01-13 00:00:00.000,4251 9964 7881 3477,2009-10-31 00:00:00.000,1257.9000,JiffyEx,2009-01-16 00:00:00.000,3,2,2,Rip Claw Hammer,19.9500
12,afresco@dayrep.com,Al Fresco,12345 E 67th Ave NW,Takoma Park,MD,24512,33,2009-01-13 00:00:00.000,4251 9964 7881 3477,2009-10-31 00:00:00.000,1257.9000,JiffyEx,2009-01-16 00:00:00.000,42,3,1,Tennis Racket,50.0000
12,afresco@dayrep.com,Al Fresco,12345 E 67th Ave NW,Takoma Park,MD,24512,33,2009-01-13 00:00:00.000,4251 9964 7881 3477,2009-10-31 00:00:00.000,1257.9000,JiffyEx,2009-01-16 00:00:00.000,6,4,1,Wool Socks,8.0000
19,tanott@gustr.com,Ty Anott,789 E Mercy Ave,Phoenix,AZ,85038,34,2009-01-14 00:00:00.000,5385 4981 5320 9929,2011-04-30 00:00:00.000,105.0000,UDS,2009-01-18 00:00:00.000,5,1,3,Running Pants,35.0000
5,cpayne@gustr.com,Cam Payne,4775 E Miami River Rd,Cleves,OH,45002,35,2009-12-14 00:00:00.000,557275 7222585913,2011-08-31 00:00:00.000,55.0000,UDS,2009-12-19 00:00:00.000,17,1,1,Baseball Cap,10.0000
5,cpayne@gustr.com,Cam Payne,4775 E Miami River Rd,Cleves,OH,45002,35,2009-12-14 00:00:00.000,557275 7222585913,2011-08-31 00:00:00.000,55.0000,UDS,2009-12-19 00:00:00.000,32,2,1,Lazer Level,45.0000
14,pmeaup@dayrep.com,Phil Meaup,12 Daniel Road,Fairfield,NJ,07004,36,2009-01-14 00:00:00.000,4485036682408,2011-05-31 00:00:00.000,22.0000,JiffyEx,2009-01-20 00:00:00.000,26,1,1,Ergonomic Keyboard,22.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,37,2009-01-15 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,110.9500,UDS,2009-01-18 00:00:00.000,40,1,4,Monsignor Coffee,20.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,37,2009-01-15 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,110.9500,UDS,2009-01-18 00:00:00.000,52,2,1,Steam Iron,15.0000
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,37,2009-01-15 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,110.9500,UDS,2009-01-18 00:00:00.000,1,3,1,Straight Claw Hammer,15.9500
24,sboate@gustr.com,Sal Boate,372 San Quentin,San Francisco,CA,94161,38,2009-01-15 00:00:00.000,3730 093587 04294,2011-08-31 00:00:00.000,15.9500,UDS,2009-01-18 00:00:00.000,1,1,1,Straight Claw Hammer,15.9500
